temperature_c,humidity_pct,co2_ppm,motion_score,light_lux,air_quality_idx,sound_db,occupancy_est,power_kw,vibration_mg,activity_label
19.7650204739942,45.612371321681,603.679782855785,1.40098122032452,259.09291139851,89.7728666585247,36.3427836720666,0.947839249230146,1.21538714829126,0.197902045689464,1
27.5920482727502,66.9508331539997,583.844145236609,10.0186489859037,622.001927360017,54.7345370192167,72.9231016531572,23.591440583133,5.79635538645091,6.81733769293446,7
25.7902979600633,51.5601617936349,647.446621378614,5.0762196960036,511.385974077139,72.5781676229216,49.813143421211,11.0541932997868,4.26759529211228,3.12048547965844,5
23.2143001256462,50.8128645058839,1545.7434510692,4.71286587026868,420.684135498643,81.4477172889236,62.9688453784964,29.9995127386336,4.88439081536063,1.43181236916621,4
23.2089464263286,57.8963004050561,1011.52837689298,5.05216243017873,416.474739628437,79.6969350126198,57.2045940525856,17.7178656660463,3.38578169403606,2.75881417847834,5
21.8789816623486,61.9795472033051,934.167813033818,12.9574132556635,714.966903414278,64.8107881909125,75.6824755703908,17.8752972841752,5.83410964819128,4.35758195593911,7
22.1312591455462,44.3810166352301,473.235622659153,3.45442916929818,249.70679258679,90.2958822206126,48.7906064119688,4.70948229437328,0.992573683246233,1.17825265810099,8
22.1635018110215,57.5701073955157,1257.05600971953,3.43696477670902,426.146986510286,72.037950612703,64.290170803707,35.1597465957032,6.85552122115193,2.28718902226967,6
28.7780661995675,68.5491589429688,779.71159021458,6.92500603163228,536.743781133121,74.5489131818667,69.106632660951,16.5862850986449,4.62238036396159,4.79385642193361,7
25.8444436013857,41.4368454035304,1177.03893570158,8.68190999821176,1002.14428276125,55.3146366123917,87.3816941004494,11.6445969901699,12.1616218244211,6.8428571918896,9
24.1411547841881,44.2821354177536,548.574244519694,0.871946932957076,262.596543146115,104.744986123874,50.8661638461556,1.69212460249053,1.30474507711157,0.103626811175364,1
21.2105238049788,66.3307337780417,1022.57421960859,4.54188499394603,497.320161777823,81.6989080465358,46.4874964107226,30.8912096023109,5.97103166607966,1.15285973689522,4
22.0920240758733,56.5110773546484,941.57105870803,8.32562158910565,786.025652571409,88.8477867686986,87.7890415572105,17.6353099050397,7.76217774243387,6.41091259890285,7
23.8907706754545,69.554831932775,1132.74574794844,13.1136935426019,688.897561717092,48.2687272772963,101.271671738909,16.0674038213697,12.2178279272398,9.55685659748105,9
21.2933690094175,37.7868428263059,433.876553713582,7.99873351740147,226.768203803367,93.2365680807371,56.4531870509196,2.72690702980511,1.02048290414382,0.769661724146419,8
18.4746606719598,46.8973229835059,437.062030946827,-0.00696285709290669,80.149654014073,91.9784901156885,25.8060004117755,-0.700244919893861,0.622015457171044,0.123304195517927,0
23.0908028594526,38.3125861872923,481.770656416264,0.706730766768741,297.025251816052,95.2154187843937,31.4371838364253,0.999010269743512,1.51672728636865,0.55400973547095,1
21.1541524902217,44.1578233723396,575.067680970871,0.82522504766416,345.509409916737,85.2315511158564,38.3653736526391,1.37896138123929,1.25413668213629,0.414476461293713,1
